202, 0.41, 97  app.js:40:9
203, 0.41, 97  app.js:40:9
204, 0.41, 97  app.js:40:9
205, 0.42, 97  app.js:40:9
206, 0.42, 96  app.js:40:9
207, 0.42, 97  app.js:40:9
208, 0.42, 98  app.js:40:9
209, 0.42, 98  app.js:40:9
210, 0.43, 97  app.js:40:9
211, 0.43, 97  app.js:40:9
212, 0.43, 97  app.js:40:9
213, 0.43, 96  app.js:40:9
214, 0.43, 97  app.js:40:9
215, 0.44, 95  app.js:40:9
216, 0.44, 97  app.js:40:9
217, 0.44, 97  app.js:40:9
218, 0.44, 96  app.js:40:9
219, 0.44, 97  app.js:40:9
220, 0.45, 93  app.js:40:9
221, 0.45, 97  app.js:40:9
222, 0.45, 95  app.js:40:9
223, 0.45, 96  app.js:40:9
224, 0.45, 96  app.js:40:9
225, 0.46, 95  app.js:40:9
226, 0.46, 95  app.js:40:9
227, 0.46, 96  app.js:40:9
228, 0.46, 97  app.js:40:9
229, 0.46, 96  app.js:40:9
230, 0.47, 95  app.js:40:9
231, 0.47, 96  app.js:40:9
232, 0.47, 96  app.js:40:9
233, 0.47, 94  app.js:40:9
234, 0.47, 94  app.js:40:9
235, 0.48, 91  app.js:40:9
236, 0.48, 96  app.js:40:9
237, 0.48, 92  app.js:40:9
238, 0.48, 95  app.js:40:9
239, 0.48, 96  app.js:40:9
240, 0.49, 93  app.js:40:9
241, 0.49, 94  app.js:40:9
242, 0.49, 94  app.js:40:9
243, 0.49, 97  app.js:40:9
244, 0.49, 93  app.js:40:9
245, 0.5, 95  app.js:40:9
246, 0.5, 95  app.js:40:9
247, 0.5, 97  app.js:40:9
248, 0.5, 92  app.js:40:9
249, 0.5, 94  app.js:40:9
250, 0.51, 93  app.js:40:9
251, 0.51, 95  app.js:40:9
252, 0.51, 91  app.js:40:9
253, 0.51, 96  app.js:40:9
254, 0.51, 90  app.js:40:9
255, 0.52, 89  app.js:40:9
256, 0.52, 91  app.js:40:9
257, 0.52, 87  app.js:40:9
258, 0.52, 95  app.js:40:9
259, 0.52, 94  app.js:40:9
260, 0.53, 75  app.js:40:9
261, 0.53, 93  app.js:40:9
262, 0.53, 94  app.js:40:9
263, 0.53, 90  app.js:40:9
264, 0.53, 91  app.js:40:9
265, 0.54, 87  app.js:40:9
266, 0.54, 93  app.js:40:9
267, 0.54, 93  app.js:40:9
268, 0.54, 90  app.js:40:9
269, 0.54, 94  app.js:40:9
270, 0.55, 91  app.js:40:9
271, 0.55, 95  app.js:40:9
272, 0.55, 72  app.js:40:9
273, 0.55, 83  app.js:40:9
274, 0.55, 81  app.js:40:9
275, 0.56, 72  app.js:40:9
276, 0.56, 94  app.js:40:9
277, 0.56, 88  app.js:40:9
278, 0.56, 83  app.js:40:9
279, 0.56, 94  app.js:40:9
280, 0.57, 79  app.js:40:9
281, 0.57, 58  app.js:40:9
282, 0.57, 74  app.js:40:9
283, 0.57, 80  app.js:40:9
284, 0.57, 90  app.js:40:9
285, 0.58, 53  app.js:40:9
286, 0.58, 60  app.js:40:9
287, 0.58, 89  app.js:40:9
288, 0.58, 83  app.js:40:9
289, 0.58, 48  app.js:40:9
290, 0.59, 36  app.js:40:9
291, 0.59, 23  app.js:40:9
292, 0.59, 29  app.js:40:9
293, 0.59, 64  app.js:40:9
294, 0.59, 63  app.js:40:9
295, 0.6, 45  app.js:40:9
296, 0.6, 19  app.js:40:9
297, 0.6, 45  app.js:40:9
298, 0.6, 23  app.js:40:9
299, 0.6, 38  app.js:40:9

